price,name,state,city,condition,distance,year_of_manufacture,color
9450000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,278832,2011, Gold
29120000,Mercedes-Benz C 2015 Black,Ondo State,Akure,Foreign Used,165201,300, Black
9450000,Hyundai Sonata  Gray,Lagos State,Alimosho,Foreign Used,256982,2011, Gray
37800000,Lexus GS  White,Lagos State,Lekki,Local Used,67532,2016, White
6032000,Lexus ES  Gold,Lagos State,Alimosho,Local Used,182692,2003, Gold
8840000,Honda Accord Crosstour  Black,Abuja (FCT),Jabi,Local Used,123069,2012, Black
8840000,Lexus IS  Gray,Abuja (FCT),Gwarinpa,Local Used,162525,2008, Gray
14700000,Mercedes-Benz CLA-Class  White,Lagos State,Alimosho,Local Used,81445,2014, White
8112000,Toyota Corolla  Black,Oyo State,Ibadan,Local Used,41494,2009, Black
8112000,Hyundai Sonata  White,Lagos State,Alimosho,Local Used,194842,2011, White
24990000,Lexus RX  2015 Brown,Lagos State,Alimosho,Foreign Used,309702,350, Brown
7072000,Toyota Camry .4 LE 2008 Blue,Abuja (FCT),Lugbe District,Local Used,255204,2, Blue
20215125,Mercedes-Benz GLA  2015 White,Abuja (FCT),Garki 2,Local Used,116687,250, White
16640000,Toyota Corolla  Black,Abuja (FCT),Garki 2,Foreign Used,93071,2014, Black
13125000,BMW X 2009 Black,Lagos State,Alimosho,Foreign Used,185402,5, Black
9450000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,278832,2011, Gold
29120000,Mercedes-Benz C 2015 Black,Ondo State,Akure,Foreign Used,165201,300, Black
9450000,Hyundai Sonata  Gray,Lagos State,Alimosho,Foreign Used,256982,2011, Gray
37800000,Lexus GS  White,Lagos State,Lekki,Local Used,67532,2016, White
6032000,Lexus ES  Gold,Lagos State,Alimosho,Local Used,182692,2003, Gold
8840000,Honda Accord Crosstour  Black,Abuja (FCT),Jabi,Local Used,123069,2012, Black
8840000,Lexus IS  Gray,Abuja (FCT),Gwarinpa,Local Used,162525,2008, Gray
14700000,Mercedes-Benz CLA-Class  White,Lagos State,Alimosho,Local Used,81445,2014, White
8112000,Toyota Corolla  Black,Oyo State,Ibadan,Local Used,41494,2009, Black
8112000,Hyundai Sonata  White,Lagos State,Alimosho,Local Used,194842,2011, White
24990000,Lexus RX  2015 Brown,Lagos State,Alimosho,Foreign Used,309702,350, Brown
7072000,Toyota Camry .4 LE 2008 Blue,Abuja (FCT),Lugbe District,Local Used,255204,2, Blue
20215125,Mercedes-Benz GLA  2015 White,Abuja (FCT),Garki 2,Local Used,116687,250, White
16640000,Toyota Corolla  Black,Abuja (FCT),Garki 2,Foreign Used,93071,2014, Black
13125000,BMW X 2009 Black,Lagos State,Alimosho,Foreign Used,185402,5, Black
9450000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,278832,2011, Gold
29120000,Mercedes-Benz C 2015 Black,Ondo State,Akure,Foreign Used,165201,300, Black
9450000,Hyundai Sonata  Gray,Lagos State,Alimosho,Foreign Used,256982,2011, Gray
37800000,Lexus GS  White,Lagos State,Lekki,Local Used,67532,2016, White
6032000,Lexus ES  Gold,Lagos State,Alimosho,Local Used,182692,2003, Gold
8840000,Honda Accord Crosstour  Black,Abuja (FCT),Jabi,Local Used,123069,2012, Black
8840000,Lexus IS  Gray,Abuja (FCT),Gwarinpa,Local Used,162525,2008, Gray
14700000,Mercedes-Benz CLA-Class  White,Lagos State,Alimosho,Local Used,81445,2014, White
8112000,Toyota Corolla  Black,Oyo State,Ibadan,Local Used,41494,2009, Black
8112000,Hyundai Sonata  White,Lagos State,Alimosho,Local Used,194842,2011, White
24990000,Lexus RX  2015 Brown,Lagos State,Alimosho,Foreign Used,309702,350, Brown
7072000,Toyota Camry .4 LE 2008 Blue,Abuja (FCT),Lugbe District,Local Used,255204,2, Blue
20215125,Mercedes-Benz GLA  2015 White,Abuja (FCT),Garki 2,Local Used,116687,250, White
16640000,Toyota Corolla  Black,Abuja (FCT),Garki 2,Foreign Used,93071,2014, Black
13125000,BMW X 2009 Black,Lagos State,Alimosho,Foreign Used,185402,5, Black
9450000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,278832,2011, Gold
29120000,Mercedes-Benz C 2015 Black,Ondo State,Akure,Foreign Used,165201,300, Black
9450000,Hyundai Sonata  Gray,Lagos State,Alimosho,Foreign Used,256982,2011, Gray
37800000,Lexus GS  White,Lagos State,Lekki,Local Used,67532,2016, White
6032000,Lexus ES  Gold,Lagos State,Alimosho,Local Used,182692,2003, Gold
8840000,Honda Accord Crosstour  Black,Abuja (FCT),Jabi,Local Used,123069,2012, Black
8840000,Lexus IS  Gray,Abuja (FCT),Gwarinpa,Local Used,162525,2008, Gray
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
2730000,Nissan Almera  Red,Lagos State,Abule Egba,Local Used,257525,2001, Red
7592000,Toyota Camry  Blue,Lagos State,Alimosho,Local Used,452885,2007, Blue
44415000,Mercedes-Benz GLC-Class  Silver,Lagos State,Amuwo-Odofin,Foreign Used,78865,2018, Silver
21840000,Toyota Avalon  Burgandy,Lagos State,Lekki,Foreign Used,125494,2014, Burgandy
13335000,Dodge RAM  Silver,Lagos State,Ilupeju,Local Used,216221,2011, Silver
23400000,Lexus ES  Silver,Lagos State,Lekki,Foreign Used,111792,2013, Silver
10185000,Toyota Corolla  Black,Edo State,Benin City,Foreign Used,105302,2009, Black
18900000,BMW Z 3.0i 2003 Gray,Ondo State,Akure,Foreign Used,322482,4, Gray
23712000,Lexus RX  2010 Red,Lagos State,Amuwo-Odofin,Foreign Used,296976,350, Red
16800000,Land Rover Range Rover Supercharged  White,Rivers State,Port-Harcourt,Local Used,NA,2006, White
18375000,Mercedes-Benz C 2015 Black,Abuja (FCT),Kubwa,Local Used,100690,300, Black
15225000,Toyota Hilux  White,Rivers State,Port-Harcourt,Local Used,93632,2013, White
56227500,Land Rover Range Rover Velar  Blue,Lagos State,Ikeja,Local Used,88450,2019, Blue
8925000,Lexus RX  2008 Black,Edo State,Benin City,Local Used,189478,350, Black
13125000,Toyota Venza  Red,Edo State,Benin City,Local Used,102682,2014, Red
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
9360000,Lexus RX  2005 Blue,Lagos State,Ikotun/Igando,Local Used,197364,330, Blue
94500000,Mercedes-Benz GLE-Class  White,Lagos State,Lekki,Foreign Used,109001,2020, White
33600000,Lexus LX  Black,Abuja (FCT),Central Business District,Local Used,244753,2014, Black
8190000,Lexus ES  2007 Blue,Abuja (FCT),Karu,Local Used,233285,350, Blue
14700000,Jeep Wrangler  Black,Lagos State,Magodo,Local Used,103816,2014, Black
39520000,Mercedes-Benz GLC-Class  Red,Lagos State,Lekki,Foreign Used,179484,2016, Red
3675000,Nissan X-Trail  Black,Abuja (FCT),Wuse,Local Used,422001,2005, Black
8400000,Lexus ES  Burgandy,Abuja (FCT),Kubwa,Local Used,71000,2008, Burgandy
7770000,Mercedes-Benz C 2008 Red,Lagos State,Yaba,Local Used,247194,300, Red
7280000,Toyota Camry .3 Hybrid 2007 Red,Lagos State,Ilupeju,Local Used,256097,2, Red
7875000,Hummer H 2007 Blue,Lagos State,Ikorodu,Local Used,93214,3, Blue
8320000,Toyota Camry  Gray,Abuja (FCT),Gudu,Local Used,75057,2010, Gray
7350000,BMW X 2008 White,Oyo State,Ibadan,Local Used,182927,5, White
19760000,Toyota Camry  Blue,Abuja (FCT),Gudu,Foreign Used,238737,2017, Blue
26000000,Toyota Camry  Gray,Abuja (FCT),Jabi,Local Used,108353,2018, Gray
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,240032,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
5250000,Lexus RX h 2006 Silver,Lagos State,Kosofe,Local Used,181720,400, Silver
5250000,MG MGB  Silver,Lagos State,Yaba,Local Used,57602,2010, Silver
47840000,Mercedes-Benz GLE-Class  Black,Lagos State,Lekki,Foreign Used,88038,2016, Black
6510000,Nissan Sentra  Burgandy,Lagos State,Surulere,Local Used,93991,2014, Burgandy
13000000,Lexus RX  2005 Gray,Lagos State,Surulere,Foreign Used,188027,330, Gray
49400000,Mercedes-Benz GLE-Class  Black,Lagos State,Ikeja,Foreign Used,128560,2017, Black
7140000,Lexus RX h 2006 Blue,Lagos State,Ikeja,Local Used,316344,400, Blue
8400000,Land Rover Discovery  Gold,Lagos State,Ikeja,Local Used,198518,2005, Gold
38850000,Toyota RAV 2021 Black,Lagos State,Surulere,Foreign Used,22773,4, Black
24960000,Lexus RX  2010 Black,Lagos State,Ikeja,Foreign Used,181914,350, Black
6300000,Lexus ES  Blue,Oyo State,Ibadan,Local Used,170837,2007, Blue
5775000,Lexus RX h 2006 Blue,Lagos State,Ogba,Local Used,113639,400, Blue
5200000,Toyota Highlander .0 2001 Silver,Lagos State,Lekki,Local Used,434697,3, Silver
6240000,Toyota Sienna  Gold,Abuja (FCT),Kubwa,Local Used,104759,2005, Gold
9975000,Honda Accord  Black,Abuja (FCT),Gwarinpa,Local Used,91624,2013, Black
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
5512000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,140322,2006, Gray
6760000,Toyota Sienna LE FWD (.3L V6 5A) 2004 Blue,Lagos State,Ojodu,Local Used,155719,3, Blue
7350000,Toyota RAV 2007 Gray,Lagos State,Ilupeju,Local Used,144902,4, Gray
10500000,Lexus LS  L 2012 Black,Lagos State,Ikorodu,Foreign Used,277797,460, Black
10712000,Toyota RAV 2011 Blue,Lagos State,Lekki,Local Used,122986,4, Blue
17325000,Lexus RX  2010 Black,Abuja (FCT),Gwarinpa,Local Used,190532,350, Black
7488000,Toyota Corolla  Gray,Abuja (FCT),Lugbe District,Local Used,372237,2010, Gray
10920000,Toyota Sienna  Gray,Lagos State,Kosofe,Foreign Used,312826,2006, Gray
13545000,Toyota Venza  Black,Lagos State,Magodo,Local Used,182669,2013, Black
15600000,Honda Accord  White,Oyo State,Ibadan,Foreign Used,219024,2014, White
6760000,Toyota Camry  Silver,Rivers State,Port-Harcourt,Local Used,144935,2007, Silver
7350000,Mercedes-Benz C 2008 Gray,Ogun State,Abeokuta North,Local Used,281743,300, Gray
7350000,Lexus IS  Silver,Ogun State,Abeokuta North,Local Used,115558,2006, Silver
42000000,Toyota RAV 2020 Gray,Lagos State,Alimosho,Foreign Used,380576,4, Gray
33600000,Toyota Sienna XLE FWD  Red,Lagos State,Lekki,Foreign Used,7579,2019, Red
5512000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,140322,2006, Gray
6760000,Toyota Sienna LE FWD (.3L V6 5A) 2004 Blue,Lagos State,Ojodu,Local Used,155719,3, Blue
7350000,Toyota RAV 2007 Gray,Lagos State,Ilupeju,Local Used,144902,4, Gray
10500000,Lexus LS  L 2012 Black,Lagos State,Ikorodu,Foreign Used,277797,460, Black
10712000,Toyota RAV 2011 Blue,Lagos State,Lekki,Local Used,122986,4, Blue
17325000,Lexus RX  2010 Black,Abuja (FCT),Gwarinpa,Local Used,190532,350, Black
7488000,Toyota Corolla  Gray,Abuja (FCT),Lugbe District,Local Used,372237,2010, Gray
10920000,Toyota Sienna  Gray,Lagos State,Kosofe,Foreign Used,312826,2006, Gray
13545000,Toyota Venza  Black,Lagos State,Magodo,Local Used,182669,2013, Black
15600000,Honda Accord  White,Oyo State,Ibadan,Foreign Used,219024,2014, White
6760000,Toyota Camry  Silver,Rivers State,Port-Harcourt,Local Used,144935,2007, Silver
7350000,Mercedes-Benz C 2008 Gray,Ogun State,Abeokuta North,Local Used,281743,300, Gray
7350000,Lexus IS  Silver,Ogun State,Abeokuta North,Local Used,115558,2006, Silver
42000000,Toyota RAV 2020 Gray,Lagos State,Alimosho,Foreign Used,380576,4, Gray
33600000,Toyota Sienna XLE FWD  Red,Lagos State,Lekki,Foreign Used,7579,2019, Red
5512000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,140322,2006, Gray
6760000,Toyota Sienna LE FWD (.3L V6 5A) 2004 Blue,Lagos State,Ojodu,Local Used,155719,3, Blue
7350000,Toyota RAV 2007 Gray,Lagos State,Ilupeju,Local Used,144902,4, Gray
10500000,Lexus LS  L 2012 Black,Lagos State,Ikorodu,Foreign Used,277797,460, Black
10712000,Toyota RAV 2011 Blue,Lagos State,Lekki,Local Used,122986,4, Blue
17325000,Lexus RX  2010 Black,Abuja (FCT),Gwarinpa,Local Used,190532,350, Black
7488000,Toyota Corolla  Gray,Abuja (FCT),Lugbe District,Local Used,372237,2010, Gray
10920000,Toyota Sienna  Gray,Lagos State,Kosofe,Foreign Used,312826,2006, Gray
13545000,Toyota Venza  Black,Lagos State,Magodo,Local Used,182669,2013, Black
15600000,Honda Accord  White,Oyo State,Ibadan,Foreign Used,219024,2014, White
6760000,Toyota Camry  Silver,Rivers State,Port-Harcourt,Local Used,144935,2007, Silver
7350000,Mercedes-Benz C 2008 Gray,Ogun State,Abeokuta North,Local Used,281743,300, Gray
7350000,Lexus IS  Silver,Ogun State,Abeokuta North,Local Used,115558,2006, Silver
42000000,Toyota RAV 2020 Gray,Lagos State,Alimosho,Foreign Used,380576,4, Gray
33600000,Toyota Sienna XLE FWD  Red,Lagos State,Lekki,Foreign Used,7579,2019, Red
5512000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,140322,2006, Gray
6760000,Toyota Sienna LE FWD (.3L V6 5A) 2004 Blue,Lagos State,Ojodu,Local Used,155719,3, Blue
7350000,Toyota RAV 2007 Gray,Lagos State,Ilupeju,Local Used,144902,4, Gray
10500000,Lexus LS  L 2012 Black,Lagos State,Ikorodu,Foreign Used,277797,460, Black
10712000,Toyota RAV 2011 Blue,Lagos State,Lekki,Local Used,122986,4, Blue
17325000,Lexus RX  2010 Black,Abuja (FCT),Gwarinpa,Local Used,190532,350, Black
7488000,Toyota Corolla  Gray,Abuja (FCT),Lugbe District,Local Used,372237,2010, Gray
10920000,Toyota Sienna  Gray,Lagos State,Kosofe,Foreign Used,312826,2006, Gray
13545000,Toyota Venza  Black,Lagos State,Magodo,Local Used,182669,2013, Black
15600000,Honda Accord  White,Oyo State,Ibadan,Foreign Used,219024,2014, White
6760000,Toyota Camry  Silver,Rivers State,Port-Harcourt,Local Used,144935,2007, Silver
7350000,Mercedes-Benz C 2008 Gray,Ogun State,Abeokuta North,Local Used,281743,300, Gray
7350000,Lexus IS  Silver,Ogun State,Abeokuta North,Local Used,115558,2006, Silver
42000000,Toyota RAV 2020 Gray,Lagos State,Alimosho,Foreign Used,380576,4, Gray
33600000,Toyota Sienna XLE FWD  Red,Lagos State,Lekki,Foreign Used,7579,2019, Red
13000000,Mercedes-Benz GLK-Class  4MATIC 2011 Red,Lagos State,Lekki,Local Used,227644,350, Red
6510000,Land Rover Lr 2005 Blue,Lagos State,Surulere,Local Used,310441,3, Blue
6300000,Toyota Highlander  Red,Lagos State,Alimosho,Local Used,328054,2005, Red
4515000,Toyota Sienna  Red,Lagos State,Ikeja,Local Used,350772,2005, Red
7280000,Toyota Camry  Silver,Abuja (FCT),Gudu,Local Used,203316,2009, Silver
8400000,Lexus GX  Black,Abuja (FCT),Central Business District,Local Used,166334,2007, Black
39520000,Toyota Highlander  Silver,Lagos State,Ilupeju,Foreign Used,77539,2018, Silver
8840000,Mercedes-Benz C 2009 Black,Abuja (FCT),Lugbe District,Local Used,317868,300, Black
12915000,Hyundai Tucson  Black,Abuja (FCT),Jabi,Foreign Used,142914,2012, Black
62454000,Toyota Land Cruiser .6 V8 GX 2018 Black,Lagos State,Ajah,Local Used,176858,4, Black
31500000,Toyota Fortuner  Black,Oyo State,Ibadan,Local Used,82363,2015, Black
11440000,Mercedes-Benz E 2010 Black,Abuja (FCT),Asokoro,Local Used,230580,350, Black
17680000,Toyota Sienna  Gray,Lagos State,Alimosho,Foreign Used,288685,2011, Gray
14175000,Honda Crosstour  White,Lagos State,Lekki,Local Used,108510,2013, White
15600000,Toyota Corolla  Gray,Lagos State,Ikeja,Foreign Used,154438,2014, Gray
28350000,Toyota Land Cruiser Prado  Black,Lagos State,Ikoyi,Local Used,248027,2013, Black
19760000,Toyota Highlander  Black,Lagos State,Kosofe,Foreign Used,144673,2012, Black
6300000,Nissan Almera  Silver,Lagos State,Surulere,Local Used,110418,2013, Silver
9450000,Nissan Sentra  Black,Lagos State,Alimosho,Foreign Used,174446,2014, Black
14280000,Toyota Sienna  Red,Lagos State,Alimosho,Foreign Used,174249,2011, Red
8528000,Ford Edge  White,Lagos State,Lekki,Local Used,223021,2014, White
6720000,Toyota Corolla  Red,Abuja (FCT),Asokoro,Local Used,262278,2011, Red
9975000,Toyota Avalon  Silver,Abuja (FCT),Lugbe District,Local Used,258371,2012, Silver
18720000,Lexus RX  2010 Silver,Abuja (FCT),Gwarinpa,Local Used,341735,350, Silver
2600000,Honda Accord P 2001 Silver,Abuja (FCT),Lugbe District,Local Used,433770,5, Silver
9135000,Toyota Sienna  Gray,Lagos State,Lekki,Local Used,80026,2013, Gray
6240000,Toyota Camry .4 XLi 2005 Green,Lagos State,Ikorodu,Local Used,304672,2, Green
4784000,Toyota Corolla Sedan  Blue,Lagos State,Ikorodu,Local Used,195455,2003, Blue
19425000,Lexus RX  2010 Gray,Lagos State,Isolo,Foreign Used,245135,350, Gray
36750000,Honda Accord  Silver,Lagos State,Kosofe,Foreign Used,19347,2022, Silver
28350000,Toyota Land Cruiser Prado  Black,Lagos State,Ikoyi,Local Used,248027,2013, Black
19760000,Toyota Highlander  Black,Lagos State,Kosofe,Foreign Used,144673,2012, Black
6300000,Nissan Almera  Silver,Lagos State,Surulere,Local Used,110418,2013, Silver
9450000,Nissan Sentra  Black,Lagos State,Alimosho,Foreign Used,174446,2014, Black
14280000,Toyota Sienna  Red,Lagos State,Alimosho,Foreign Used,174249,2011, Red
8528000,Ford Edge  White,Lagos State,Lekki,Local Used,223021,2014, White
6720000,Toyota Corolla  Red,Abuja (FCT),Asokoro,Local Used,262278,2011, Red
9975000,Toyota Avalon  Silver,Abuja (FCT),Lugbe District,Local Used,258371,2012, Silver
18720000,Lexus RX  2010 Silver,Abuja (FCT),Gwarinpa,Local Used,341735,350, Silver
2600000,Honda Accord P 2001 Silver,Abuja (FCT),Lugbe District,Local Used,433770,5, Silver
9135000,Toyota Sienna  Gray,Lagos State,Lekki,Local Used,80026,2013, Gray
6240000,Toyota Camry .4 XLi 2005 Green,Lagos State,Ikorodu,Local Used,304672,2, Green
4784000,Toyota Corolla Sedan  Blue,Lagos State,Ikorodu,Local Used,195455,2003, Blue
19425000,Lexus RX  2010 Gray,Lagos State,Isolo,Foreign Used,245135,350, Gray
36750000,Honda Accord  Silver,Lagos State,Kosofe,Foreign Used,19347,2022, Silver
28350000,Toyota Land Cruiser Prado  Black,Lagos State,Ikoyi,Local Used,248027,2013, Black
19760000,Toyota Highlander  Black,Lagos State,Kosofe,Foreign Used,144673,2012, Black
6300000,Nissan Almera  Silver,Lagos State,Surulere,Local Used,110418,2013, Silver
9450000,Nissan Sentra  Black,Lagos State,Alimosho,Foreign Used,174446,2014, Black
14280000,Toyota Sienna  Red,Lagos State,Alimosho,Foreign Used,174249,2011, Red
8528000,Ford Edge  White,Lagos State,Lekki,Local Used,223021,2014, White
6720000,Toyota Corolla  Red,Abuja (FCT),Asokoro,Local Used,262278,2011, Red
9975000,Toyota Avalon  Silver,Abuja (FCT),Lugbe District,Local Used,258371,2012, Silver
18720000,Lexus RX  2010 Silver,Abuja (FCT),Gwarinpa,Local Used,341735,350, Silver
2600000,Honda Accord P 2001 Silver,Abuja (FCT),Lugbe District,Local Used,433770,5, Silver
9135000,Toyota Sienna  Gray,Lagos State,Lekki,Local Used,80026,2013, Gray
6240000,Toyota Camry .4 XLi 2005 Green,Lagos State,Ikorodu,Local Used,304672,2, Green
4784000,Toyota Corolla Sedan  Blue,Lagos State,Ikorodu,Local Used,195455,2003, Blue
19425000,Lexus RX  2010 Gray,Lagos State,Isolo,Foreign Used,245135,350, Gray
36750000,Honda Accord  Silver,Lagos State,Kosofe,Foreign Used,19347,2022, Silver
28350000,Toyota Land Cruiser Prado  Black,Lagos State,Ikoyi,Local Used,248027,2013, Black
19760000,Toyota Highlander  Black,Lagos State,Kosofe,Foreign Used,144673,2012, Black
6300000,Nissan Almera  Silver,Lagos State,Surulere,Local Used,110418,2013, Silver
9450000,Nissan Sentra  Black,Lagos State,Alimosho,Foreign Used,174446,2014, Black
14280000,Toyota Sienna  Red,Lagos State,Alimosho,Foreign Used,174249,2011, Red
8528000,Ford Edge  White,Lagos State,Lekki,Local Used,223021,2014, White
6720000,Toyota Corolla  Red,Abuja (FCT),Asokoro,Local Used,262278,2011, Red
9975000,Toyota Avalon  Silver,Abuja (FCT),Lugbe District,Local Used,258371,2012, Silver
18720000,Lexus RX  2010 Silver,Abuja (FCT),Gwarinpa,Local Used,341735,350, Silver
2600000,Honda Accord P 2001 Silver,Abuja (FCT),Lugbe District,Local Used,433770,5, Silver
9135000,Toyota Sienna  Gray,Lagos State,Lekki,Local Used,80026,2013, Gray
6240000,Toyota Camry .4 XLi 2005 Green,Lagos State,Ikorodu,Local Used,304672,2, Green
4784000,Toyota Corolla Sedan  Blue,Lagos State,Ikorodu,Local Used,195455,2003, Blue
19425000,Lexus RX  2010 Gray,Lagos State,Isolo,Foreign Used,245135,350, Gray
36750000,Honda Accord  Silver,Lagos State,Kosofe,Foreign Used,19347,2022, Silver
28350000,Toyota Land Cruiser Prado  Black,Lagos State,Ikoyi,Local Used,248027,2013, Black
