price,name,registered_state,registered_city,condition,year_of_manufacture,color,mileage
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
4096575,Toyota Corolla  Red,Abuja (FCT),Karu,Local Used,2004, Red,153212
5775000,Toyota Corolla  Black,Lagos State,Yaba,Local Used,2013, Black,311911
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
10920000,Toyota Camry  Blue,Lagos State,Amuwo-Odofin,Foreign Used,2008, Blue,253294
8400000,Lexus RX h 2006 Silver,Lagos State,Ojodu,Local Used,400, Silver,251766
16168950,Mitsubishi Pajero  Black,Lagos State,Lekki,Local Used,2016, Black,83800
4641000,Toyota Corolla  Red,Lagos State,Ikeja,Local Used,2005, Red,465155
19950000,Mercedes-Benz S-Class  Black,Lagos State,Ogudu,Local Used,2005, Black,NA
11960000,Toyota Corolla  Blue,Abuja (FCT),Kubwa,Foreign Used,2009, Blue,48751
6760000,Toyota Camry  Silver,Imo State,Owerri,Local Used,2007, Silver,431822
5775000,Lexus LS  Black,Lagos State,Alimosho,Local Used,2007, Black,116014
6615000,Toyota Aygo  Black,Lagos State,Abule Egba,Local Used,2015, Black,30097
5775000,Toyota Corolla  Beige,Lagos State,Lekki,Local Used,2008, Beige,107280
4200000,Mercedes-Benz C 2004 Silver,Abuja (FCT),Lugbe District,Local Used,230, Silver,35222
4305000,Honda Accord  Black,Abuja (FCT),Karu,Local Used,2009, Black,165314
5200000,Toyota Corolla  Gray,Abuja (FCT),Gwagwalada,Local Used,2005, Gray,473543
3990000,Dodge Journey SXT  White,Lagos State,Ojodu,Local Used,2012, White,318689
5000000,Toyota Corolla  Gray,Abuja (FCT),Gudu,Local Used,2005, Gray,289015
47250000,Ford Mustang  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2018, Gray,38619
5460000,Toyota Corolla  Black,Lagos State,Ikorodu,Local Used,2010, Black,236448
3360000,Lexus RX  2000 Gold,Abia State,Aba North,Local Used,300, Gold,320781
4284000,Ford Edge  Gray,Lagos State,Yaba,Local Used,2008, Gray,303848
6132000,Toyota Camry  Black,Lagos State,Lekki,Local Used,2010, Black,128933
6825000,Mercedes-Benz C 2009 Black,Lagos State,Alimosho,Local Used,300, Black,71351
5796000,Honda Accord Crosstour  Red,Lagos State,Isolo,Local Used,2010, Red,103179
5250000,Toyota Sienna  Gold,Oyo State,Ibadan,Local Used,2005, Gold,199207
3360000,Lexus RX  2000 Black,Lagos State,Ojodu,Local Used,300, Black,340803
6760000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2007, Gold,242569
7350000,Kia Sportage  Black,Lagos State,Ikoyi,Local Used,2013, Black,128296
4305000,Honda Accord  Black,Abuja (FCT),Karu,Local Used,2009, Black,165314
5200000,Toyota Corolla  Gray,Abuja (FCT),Gwagwalada,Local Used,2005, Gray,473543
3990000,Dodge Journey SXT  White,Lagos State,Ojodu,Local Used,2012, White,318689
5000000,Toyota Corolla  Gray,Abuja (FCT),Gudu,Local Used,2005, Gray,289015
47250000,Ford Mustang  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2018, Gray,38619
5460000,Toyota Corolla  Black,Lagos State,Ikorodu,Local Used,2010, Black,236448
3360000,Lexus RX  2000 Gold,Abia State,Aba North,Local Used,300, Gold,320781
4284000,Ford Edge  Gray,Lagos State,Yaba,Local Used,2008, Gray,303848
6132000,Toyota Camry  Black,Lagos State,Lekki,Local Used,2010, Black,128933
6825000,Mercedes-Benz C 2009 Black,Lagos State,Alimosho,Local Used,300, Black,71351
5796000,Honda Accord Crosstour  Red,Lagos State,Isolo,Local Used,2010, Red,103179
5250000,Toyota Sienna  Gold,Oyo State,Ibadan,Local Used,2005, Gold,199207
3360000,Lexus RX  2000 Black,Lagos State,Ojodu,Local Used,300, Black,340803
6760000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2007, Gold,242569
7350000,Kia Sportage  Black,Lagos State,Ikoyi,Local Used,2013, Black,128296
4305000,Honda Accord  Black,Abuja (FCT),Karu,Local Used,2009, Black,165314
5200000,Toyota Corolla  Gray,Abuja (FCT),Gwagwalada,Local Used,2005, Gray,473543
3990000,Dodge Journey SXT  White,Lagos State,Ojodu,Local Used,2012, White,318689
5000000,Toyota Corolla  Gray,Abuja (FCT),Gudu,Local Used,2005, Gray,289015
47250000,Ford Mustang  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2018, Gray,38619
5460000,Toyota Corolla  Black,Lagos State,Ikorodu,Local Used,2010, Black,236448
3360000,Lexus RX  2000 Gold,Abia State,Aba North,Local Used,300, Gold,320781
4284000,Ford Edge  Gray,Lagos State,Yaba,Local Used,2008, Gray,303848
6132000,Toyota Camry  Black,Lagos State,Lekki,Local Used,2010, Black,128933
6825000,Mercedes-Benz C 2009 Black,Lagos State,Alimosho,Local Used,300, Black,71351
5796000,Honda Accord Crosstour  Red,Lagos State,Isolo,Local Used,2010, Red,103179
5250000,Toyota Sienna  Gold,Oyo State,Ibadan,Local Used,2005, Gold,199207
3360000,Lexus RX  2000 Black,Lagos State,Ojodu,Local Used,300, Black,340803
6760000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2007, Gold,242569
7350000,Kia Sportage  Black,Lagos State,Ikoyi,Local Used,2013, Black,128296
4305000,Honda Accord  Black,Abuja (FCT),Karu,Local Used,2009, Black,165314
5200000,Toyota Corolla  Gray,Abuja (FCT),Gwagwalada,Local Used,2005, Gray,473543
3990000,Dodge Journey SXT  White,Lagos State,Ojodu,Local Used,2012, White,318689
5000000,Toyota Corolla  Gray,Abuja (FCT),Gudu,Local Used,2005, Gray,289015
47250000,Ford Mustang  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2018, Gray,38619
5460000,Toyota Corolla  Black,Lagos State,Ikorodu,Local Used,2010, Black,236448
3360000,Lexus RX  2000 Gold,Abia State,Aba North,Local Used,300, Gold,320781
4284000,Ford Edge  Gray,Lagos State,Yaba,Local Used,2008, Gray,303848
6132000,Toyota Camry  Black,Lagos State,Lekki,Local Used,2010, Black,128933
6825000,Mercedes-Benz C 2009 Black,Lagos State,Alimosho,Local Used,300, Black,71351
5796000,Honda Accord Crosstour  Red,Lagos State,Isolo,Local Used,2010, Red,103179
5250000,Toyota Sienna  Gold,Oyo State,Ibadan,Local Used,2005, Gold,199207
3360000,Lexus RX  2000 Black,Lagos State,Ojodu,Local Used,300, Black,340803
6760000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2007, Gold,242569
7350000,Kia Sportage  Black,Lagos State,Ikoyi,Local Used,2013, Black,128296
4305000,Honda Accord  Black,Abuja (FCT),Karu,Local Used,2009, Black,165314
5200000,Toyota Corolla  Gray,Abuja (FCT),Gwagwalada,Local Used,2005, Gray,473543
3990000,Dodge Journey SXT  White,Lagos State,Ojodu,Local Used,2012, White,318689
5000000,Toyota Corolla  Gray,Abuja (FCT),Gudu,Local Used,2005, Gray,289015
47250000,Ford Mustang  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2018, Gray,38619
5460000,Toyota Corolla  Black,Lagos State,Ikorodu,Local Used,2010, Black,236448
3360000,Lexus RX  2000 Gold,Abia State,Aba North,Local Used,300, Gold,320781
4284000,Ford Edge  Gray,Lagos State,Yaba,Local Used,2008, Gray,303848
6132000,Toyota Camry  Black,Lagos State,Lekki,Local Used,2010, Black,128933
6825000,Mercedes-Benz C 2009 Black,Lagos State,Alimosho,Local Used,300, Black,71351
5796000,Honda Accord Crosstour  Red,Lagos State,Isolo,Local Used,2010, Red,103179
5250000,Toyota Sienna  Gold,Oyo State,Ibadan,Local Used,2005, Gold,199207
3360000,Lexus RX  2000 Black,Lagos State,Ojodu,Local Used,300, Black,340803
6760000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2007, Gold,242569
7350000,Kia Sportage  Black,Lagos State,Ikoyi,Local Used,2013, Black,128296
4305000,Honda Accord  Black,Abuja (FCT),Karu,Local Used,2009, Black,165314
5200000,Toyota Corolla  Gray,Abuja (FCT),Gwagwalada,Local Used,2005, Gray,473543
3990000,Dodge Journey SXT  White,Lagos State,Ojodu,Local Used,2012, White,318689
5000000,Toyota Corolla  Gray,Abuja (FCT),Gudu,Local Used,2005, Gray,289015
47250000,Ford Mustang  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2018, Gray,38619
5460000,Toyota Corolla  Black,Lagos State,Ikorodu,Local Used,2010, Black,236448
3360000,Lexus RX  2000 Gold,Abia State,Aba North,Local Used,300, Gold,320781
4284000,Ford Edge  Gray,Lagos State,Yaba,Local Used,2008, Gray,303848
6132000,Toyota Camry  Black,Lagos State,Lekki,Local Used,2010, Black,128933
6825000,Mercedes-Benz C 2009 Black,Lagos State,Alimosho,Local Used,300, Black,71351
5796000,Honda Accord Crosstour  Red,Lagos State,Isolo,Local Used,2010, Red,103179
5250000,Toyota Sienna  Gold,Oyo State,Ibadan,Local Used,2005, Gold,199207
3360000,Lexus RX  2000 Black,Lagos State,Ojodu,Local Used,300, Black,340803
6760000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2007, Gold,242569
7350000,Kia Sportage  Black,Lagos State,Ikoyi,Local Used,2013, Black,128296
4305000,Honda Accord  Black,Abuja (FCT),Karu,Local Used,2009, Black,165314
5200000,Toyota Corolla  Gray,Abuja (FCT),Gwagwalada,Local Used,2005, Gray,473543
3990000,Dodge Journey SXT  White,Lagos State,Ojodu,Local Used,2012, White,318689
5000000,Toyota Corolla  Gray,Abuja (FCT),Gudu,Local Used,2005, Gray,289015
47250000,Ford Mustang  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2018, Gray,38619
5460000,Toyota Corolla  Black,Lagos State,Ikorodu,Local Used,2010, Black,236448
3360000,Lexus RX  2000 Gold,Abia State,Aba North,Local Used,300, Gold,320781
4284000,Ford Edge  Gray,Lagos State,Yaba,Local Used,2008, Gray,303848
6132000,Toyota Camry  Black,Lagos State,Lekki,Local Used,2010, Black,128933
6825000,Mercedes-Benz C 2009 Black,Lagos State,Alimosho,Local Used,300, Black,71351
5796000,Honda Accord Crosstour  Red,Lagos State,Isolo,Local Used,2010, Red,103179
5250000,Toyota Sienna  Gold,Oyo State,Ibadan,Local Used,2005, Gold,199207
3360000,Lexus RX  2000 Black,Lagos State,Ojodu,Local Used,300, Black,340803
6760000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2007, Gold,242569
7350000,Kia Sportage  Black,Lagos State,Ikoyi,Local Used,2013, Black,128296
4305000,Honda Accord  Black,Abuja (FCT),Karu,Local Used,2009, Black,165314
5200000,Toyota Corolla  Gray,Abuja (FCT),Gwagwalada,Local Used,2005, Gray,473543
3990000,Dodge Journey SXT  White,Lagos State,Ojodu,Local Used,2012, White,318689
5000000,Toyota Corolla  Gray,Abuja (FCT),Gudu,Local Used,2005, Gray,289015
47250000,Ford Mustang  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2018, Gray,38619
5460000,Toyota Corolla  Black,Lagos State,Ikorodu,Local Used,2010, Black,236448
3360000,Lexus RX  2000 Gold,Abia State,Aba North,Local Used,300, Gold,320781
4284000,Ford Edge  Gray,Lagos State,Yaba,Local Used,2008, Gray,303848
6132000,Toyota Camry  Black,Lagos State,Lekki,Local Used,2010, Black,128933
6825000,Mercedes-Benz C 2009 Black,Lagos State,Alimosho,Local Used,300, Black,71351
5796000,Honda Accord Crosstour  Red,Lagos State,Isolo,Local Used,2010, Red,103179
5250000,Toyota Sienna  Gold,Oyo State,Ibadan,Local Used,2005, Gold,199207
3360000,Lexus RX  2000 Black,Lagos State,Ojodu,Local Used,300, Black,340803
6760000,Toyota Camry  Gold,Rivers State,Port-Harcourt,Local Used,2007, Gold,242569
7350000,Kia Sportage  Black,Lagos State,Ikoyi,Local Used,2013, Black,128296
4305000,Honda Accord  Black,Abuja (FCT),Karu,Local Used,2009, Black,165314
5200000,Toyota Corolla  Gray,Abuja (FCT),Gwagwalada,Local Used,2005, Gray,473543
3990000,Dodge Journey SXT  White,Lagos State,Ojodu,Local Used,2012, White,318689
5000000,Toyota Corolla  Gray,Abuja (FCT),Gudu,Local Used,2005, Gray,289015
47250000,Ford Mustang  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2018, Gray,38619
5460000,Toyota Corolla  Black,Lagos State,Ikorodu,Local Used,2010, Black,236448
3360000,Lexus RX  2000 Gold,Abia State,Aba North,Local Used,300, Gold,320781
4284000,Ford Edge  Gray,Lagos State,Yaba,Local Used,2008, Gray,303848
6132000,Toyota Camry  Black,Lagos State,Lekki,Local Used,2010, Black,128933
6825000,Mercedes-Benz C 2009 Black,Lagos State,Alimosho,Local Used,300, Black,71351
5796000,Honda Accord Crosstour  Red,Lagos State,Isolo,Local Used,2010, Red,103179
5250000,Toyota Sienna  Gold,Oyo State,Ibadan,Local Used,2005, Gold,199207
